id;uga;etablissement;adresse;cp;ville;tel;lat;lon
527;75TRO;;35 AVENUE D EYLAU;75016;PARIS;01 47 27 18 08;48.8651119;2.283593
528;75ELY;;35 AVENUE FRANKLIN DELANO ROOSEVELT;75008;PARIS;01 40 05 51 89;48.8676107;2.309926
529;75AUT;;35 AVENUE THEOPHILE GAUTIER;75016;PARIS;01 42 88 72 16;48.8497269;2.2719742
530;92LEV;;35 BIS RUE RIVAY;92300;LEVALLOIS PERRET;01 47 37 17 33;48.8931642;2.2904062
531;75VAU;;35 BOULEVARD LEFEBVRE;75015;PARIS;01 45 32 14 13;48.8317691;2.2909537
532;75GRE;;35 RUE BALARD;75015;PARIS;;48.8431778;2.2776189
533;75GRE;;35 RUE DES CEVENNES;75015;PARIS;01 45 58 17 36;48.8433578;2.2788702
534;75ELY;;35 RUE DU GENERAL FOY;75008;PARIS;01 43 87 21 99;48.8797362;2.3168675
535;75GRE;;35 RUE DUPLEIX;75015;PARIS;01 42 73 33 62;48.8508657;2.2959952
536;75INV;;35 RUE ST DOMINIQUE;75007;PARIS;;48.8596486;2.3185631
537;75GRE;;354 RUE LECOURBE;75015;PARIS;01 45 54 00 96;48.8366388;2.2824964
538;75INV;;36 AVENUE DE LA MOTTE PICQUET;75007;PARIS;01 45 50 20 22;48.8551459;2.3064958
539;75TER;;36 AVENUE DE WAGRAM;75017;PARIS;01 42 27 68 70;48.8769268;2.2975973
540;75TER;;36 AVENUE NIEL;75017;PARIS;01 42 27 38 68;48.8817183;2.2959871
541;75PAS;;36 BIS RUE NICOLO;75016;PARIS;01 40 72 28 88;48.8605499;2.2771133
542;92NEU;HÔP DE NEUILLY;36 BOULEVARD DU GENERAL LECLERC;92200;NEUILLY-SUR-SEINE;01 40 88 61 64;48.8907843;2.2626361
543;75TRO;;36 RUE DE L AMIRAL HAMELIN;75016;PARIS;01 40 70 06 10;48.86774;2.2920184
544;75PER;;36 RUE DE LEVIS;75017;PARIS;01 43 87 50 25;48.8830451;2.3146352
545;75INV;;36 RUE DE VERNEUIL;75007;PARIS;01 49 27 05 80;48.8579227;2.3294689
546;75ELY;;36 RUE DES MATHURINS;75008;PARIS;01 42 66 29 37;48.8732663;2.3256206
547;75GRE;;36 RUE DESAIX;75015;PARIS;;48.8522831;2.2922019
548;75ELY;;36 RUE DU COLISEE;75008;PARIS;01 44 09 88 03;48.8714777;2.3105747
549;75MNP;;36 RUE DU GENERAL BEURET;75015;PARIS;01 48 28 18 92;48.840267;2.302164
550;75PAS;;36 RUE SCHEFFER;75016;PARIS;07 61 29 83 04;48.8620301;2.2821777
551;75TER;;37 39 RUE BAYEN;75017;PARIS;01 45 74 45 95;48.8812005;2.2928527
552;75TRO;;37 AVENUE VICTOR HUGO;75016;PARIS;01 45 00 56 66;48.8715658;2.2901077
553;75PAS;;37 BOULEVARD LANNES;75016;PARIS;01 40 72 74 74;48.8667647;2.2720393
554;75PER;;37 RUE AMPERE;75017;PARIS;01 42 67 16 58;48.8851441;2.3041761
555;75ELY;;37 RUE DE MIROMESNIL;75008;PARIS;01 42 65 06 74;48.8736007;2.3158535
556;75MNP;CDS ST-JACQUES;37 RUE DES VOLONTAIRES;75015;PARIS;01 53 58 40 80;48.8405815;2.3086819
557;75INV;;37 RUE DU CHAMP DE MARS;75007;PARIS;01 45 51 90 80;48.8558512;2.303464
558;75ELY;;37 RUE GODOT DE MAUROY;75008;PARIS;;48.8723794;2.3273861
559;75MNP;;37 RUE LECOURBE;75015;PARIS;01 43 06 93 58;48.8440281;2.3078086
560;75TRO;;37 RUE PERGOLESE;75016;PARIS;01 45 01 21 71;48.874482;2.2830699
561;75INV;;38 AVENUE DE LA MOTTE PICQUET;75007;PARIS;01 47 05 68 57;48.8550803;2.3063792
562;75GRE;;38 BIS RUE DES ENTREPRENEURS;75015;PARIS;01 80 06 07 95;48.8463391;2.2860604
563;75PER;;38 RUE DE LEVIS;75017;PARIS;01 42 27 69 33;48.8831392;2.3145442
564;75VAU;;39 47 RUE ST LAMBERT;75015;PARIS;;48.8379186;2.2912823
565;75INV;;39 AVENUE DUQUESNE;75007;PARIS;01 47 83 56 57;48.85139;2.3109552
566;92LEV;;39 AVENUE GEORGES POMPIDOU;92300;LEVALLOIS PERRET;01 47 57 54 55;48.8984042;2.2804887
567;75INV;;39 BOULEVARD GARIBALDI;75007;PARIS;01 47 83 91 57;48.8466138;2.3067306
568;75GRE;;39 RUE BALARD;75015;PARIS;01 53 98 74 74;48.8428561;2.2776801
569;75TER;;39 RUE DE BERRI;75017;PARIS;01 43 59 19 07;48.8738947;2.3067368
570;75INV;CMP VARENNE;39 RUE DE VARENNE;75007;PARIS;01 45 65 64 00;48.8541292;2.323113
571;75TER;;39 RUE PIERRE DEMOURS;75017;PARIS;01 47 64 00 89;48.8823698;2.2967841
572;75MNP;;4 A RUE MARMONTEL;75015;PARIS;01 45 33 55 33;48.8373791;2.3010786
573;75TRO;;4 AVENUE D EYLAU;75016;PARIS;;48.8637364;2.2863289
574;75PAS;;4 AVENUE DE CAMOENS;75016;PARIS;01 53 92 25 69;48.8595888;2.2867461
575;75PER;;4 AVENUE GOURGAUD;75017;PARIS;;48.8856848;2.2974499
576;75TRO;;4 AVENUE MARCEAU;75016;PARIS;01 45 05 45 04;48.8653854;2.3002075
577;75TRO;;4 AVENUE ST HONORE D EYLAU;75016;PARIS;01 56 88 17 11;48.867427;2.2866019
578;75PAS;;4 BOULEVARD FLANDRIN;75016;PARIS;01 45 04 53 58;48.8647737;2.2725075
579;75PER;;4 BOULEVARD PEREIRE;75017;PARIS;01 45 53 27 81;48.8882144;2.3098291
580;75MNP;;4 IMPASSE MATHIEU;75015;PARIS;01 43 21 68 85;48.8412353;2.313152
581;75PER;;4 PLACE DU GENERAL CATROUX;75017;PARIS;01 45 48 57 38;48.8820388;2.3116842
582;75TER;;4 RUE BRUNEL;75017;PARIS;;48.8765132;2.288928
583;75INV;;4 RUE CHEVERT;75007;PARIS;01 81 22 42 04;48.8562459;2.309427
584;75INV;;4 RUE CHOMEL;75007;PARIS;09 87 74 52 84;48.8523502;2.3261035
585;75INV;;4 RUE DE LUYNES;75007;PARIS;;48.8552879;2.3264674
586;75TRO;;4 RUE DE SONTAY;75016;PARIS;;48.8703697;2.2845643
587;92NEU;;4 RUE DEVES;92200;NEUILLY-SUR-SEINE;01 47 45 50 35;48.8832029;2.2707783
588;75MNP;;4 RUE DU DOCTEUR ROUX;75015;PARIS;01 86 47 84 90;48.8418872;2.3126273
589;75GRE;;4 RUE DU GENERAL DE LARMINAT;75015;PARIS;01 44 61 17 86;48.8503775;2.2986874
590;75GRE;;4 RUE DU PIC DE BARRETTE;75015;PARIS;09 81 99 57 64;48.8422328;2.2773246
591;75PER;;4 RUE DULONG;75017;PARIS;01 42 27 72 40;48.8834375;2.3182501
592;92LEV;HÔP FRANCO-BRITANNIQUE;4 RUE KLEBER;92300;LEVALLOIS PERRET;01 47 59 55 12;48.8921572;2.2787553
593;75PAS;;4 RUE LARGILLIERE;75016;PARIS;01 42 24 03 03;48.8576844;2.2728403
594;75VAU;;4 RUE LEON DELAGRANGE;75015;PARIS;01 45 31 89 26;48.8342042;2.285675
595;75MNP;;4 RUE LEON DELHOMME;75015;PARIS;01 56 08 21 23;48.8383048;2.3001462
596;75INV;;4 RUE LEON VAUDOYER;75007;PARIS;01 44 49 99 19;48.8482075;2.3087142
597;75ELY;;4 RUE LINCOLN;75008;PARIS;01 40 74 05 88;48.8698333;2.302544
598;75INV;;4 RUE MARIO NIKIS;75007;PARIS;01 43 06 00 57;48.848714;2.304037
599;75PER;;4 RUE MILNE EDWARDS;75017;PARIS;01 45 74 50 10;48.882876;2.2924088
600;75INV;;4 RUE OUDINOT;75007;PARIS;;48.8504997;2.3190503
601;92LEV;;4 RUE PARFAIT JANS;92300;LEVALLOIS PERRET;01 47 39 81 81;48.8915868;2.2968357
602;75VAU;;4 RUE THUREAU DANGIN;75015;PARIS;;48.8302108;2.2931615
603;75AUT;PMI;4 RUE VIGEE LEBRUN;75016;PARIS;01 44 49 67 85;48.839056;2.3102357
604;75MNP;;4 RUE VIGEE LEBRUN;75015;PARIS;;48.839056;2.3102357
605;75PAS;INS MÉD DE FERTILITÉ;4 SQUARE THIERS;75016;PARIS;01 87 44 67 77;48.866402;2.2786118
606;92LEV;;40 42 RUE DU PRESIDENT WILSON;92300;LEVALLOIS PERRET;01 53 66 64 02;48.9003155;2.283344
607;75TRO;;40 AVENUE DU PRESIDENT WILSON;75016;PARIS;01 56 26 60 16;48.8637682;2.2895305
608;92NEU;CMP DE NEUILLY;40 RUE DU PONT;92200;NEUILLY-SUR-SEINE;01 83 75 75 50;48.8879386;2.2581836
609;75GRE;;40 RUE SEBASTIEN MERCIER;75015;PARIS;01 40 71 08 68;48.8441769;2.279336
610;75PAS;;41 49 RUE DE PASSY;75016;PARIS;01 42 24 16 50;48.8579131;2.2779615
611;92LEV;;41 AVENUE GEORGES POMPIDOU;92300;LEVALLOIS PERRET;01 47 48 13 13;48.8991693;2.2822029
612;75INV;;41 AVENUE RAPP;75007;PARIS;;48.8582787;2.300613
613;75INV;CAB MÉD TOUR-MAUBOURG;41 BOULEVARD DE LA TOUR MAUBOURG;75007;PARIS;01 45 67 91 44;48.8588672;2.3102538
614;92NEU;;41 BOULEVARD PAUL EMILE VICTOR;92200;NEUILLY-SUR-SEINE;01 46 24 97 28;48.8933269;2.2629053
615;92LEV;;41 RUE ARISTIDE BRIAND;92300;LEVALLOIS PERRET;01 47 57 12 13;48.8909118;2.284697
616;92LEV;;41 RUE CLEMENT BAYARD;92300;LEVALLOIS PERRET;01 47 39 09 53;48.8992846;2.285343
617;92NEU;;41 RUE MADELEINE MICHELIS;92200;NEUILLY-SUR-SEINE;01 47 45 50 23;48.8835503;2.2777064
618;92LEV;;42 44 RUE TREBOIS;92300;LEVALLOIS PERRET;01 42 70 28 32;48.8909778;2.2900234
619;75INV;;42 BOULEVARD RASPAIL;75007;PARIS;01 45 35 39 13;48.8522162;2.3264244
620;75PAS;;42 RUE DE LA POMPE;75016;PARIS;01 45 03 01 21;48.8613739;2.2756107
621;75TER;;43 RUE GUERSANT;75017;PARIS;01 45 74 79 80;48.8821021;2.2884637
622;75AUT;;44 AVENUE DE VERSAILLES;75016;PARIS;01 45 20 69 70;48.848917;2.2749979
623;75TRO;;44 AVENUE KLEBER;75016;PARIS;01 45 62 44 05;48.8698341;2.2919051
624;75AUT;;44 AVENUE THEOPHILE GAUTIER;75016;PARIS;01 45 20 45 06;48.8493262;2.2709495
625;75AUT;;44 QUAI LOUIS BLERIOT;75016;PARIS;01 45 25 25 56;48.8483078;2.275473
626;75ELY;;44 RUE DE LABORDE;75008;PARIS;01 45 22 10 43;48.875481;2.3167352
627;75PER;;44 RUE DE TOCQUEVILLE;75017;PARIS;01 43 80 72 01;48.8840813;2.3121451
628;75GRE;;44 RUE GUTENBERG;75015;PARIS;01 40 60 96 89;48.8430914;2.280107
629;75TER;;44 RUE ST FERDINAND;75017;PARIS;01 40 68 02 09;48.8775246;2.2867532
630;75INV;;45 47 AVENUE DE SEGUR;75007;PARIS;01 47 34 42 98;48.8533639;2.3116809
631;75INV;;45 AVENUE BOSQUET;75007;PARIS;01 45 50 36 64;48.8577325;2.3042701
632;75TER;;45 AVENUE DE WAGRAM;75017;PARIS;01 45 72 18 88;48.8773718;2.2973769
633;75TRO;;45 AVENUE VICTOR HUGO;75016;PARIS;01 48 88 26 60;48.8713716;2.2896488
634;75AUT;;45 RUE BOILEAU;75016;PARIS;01 47 43 06 07;48.8440808;2.2635636
635;75INV;;45 RUE DE BOURGOGNE;75007;PARIS;01 42 96 51 37;48.8567658;2.3173129
636;75GRE;;45 RUE DES BERGERS;75015;PARIS;01 40 60 49 00;48.8423042;2.2807083
637;75GRE;;45 RUE DES ENTREPRENEURS;75015;PARIS;01 45 77 87 20;48.8459236;2.2874406
638;92LEV;;45 RUE KLEBER;92300;LEVALLOIS PERRET;01 82 24 84 19;48.8927232;2.280103
639;75TER;;45 RUE ST FERDINAND;75017;PARIS;01 45 72 55 15;48.8773894;2.2867363
640;75VAU;;45 RUE ST LAMBERT;75015;PARIS;;48.8379186;2.2912823
641;75TRO;;46 48 RUE LAURISTON;75016;PARIS;01 53 65 87 70;48.8655894;2.2855022
642;75PAS;CLI DE LA MUETTE;46 48 RUE NICOLO;75016;PARIS;01 40 72 33 57;48.8605499;2.2771133
643;75PAS;;46 AVENUE MOZART;75016;PARIS;01 42 88 06 26;48.8556924;2.2702449
644;92LEV;;46 RUE DE VILLIERS;92300;LEVALLOIS PERRET;01 47 57 41 88;48.8895907;2.2803894
645;75PAS;;46 RUE NICOLO;75016;PARIS;01 40 72 33 92;48.8603713;2.2777641
646;75PAS;;46 RUE VITAL;75016;PARIS;01 42 24 36 88;48.858537;2.2777291
647;75PAS;;47 AVENUE PAUL DOUMER;75016;PARIS;01 42 73 09 40;48.8601953;2.2814952
648;75ELY;;47 RUE DE COURCELLES;75008;PARIS;01 42 89 34 10;48.8764495;2.3076303
649;75GRE;;47 RUE FREMICOURT;75015;PARIS;01 42 50 20 87;48.8478454;2.3005711
650;75TRO;;48 AVENUE KLEBER;75016;PARIS;01 42 93 00 99;48.8695361;2.2916891
651;75MNP;;48 BOULEVARD DU MONTPARNASSE;75015;PARIS;01 45 49 05 34;48.8445366;2.3213218
652;75TER;;48 RUE LAUGIER;75017;PARIS;01 42 67 24 93;48.8827139;2.294019
653;75MNP;;48 RUE PAUL BARRUEL;75015;PARIS;01 45 31 64 02;48.8370128;2.3060462
654;75AUT;;48 RUE RAFFET;75016;PARIS;01 47 43 07 08;48.8525494;2.2634938
655;92NEU;;48 T BOULEVARD VICTOR HUGO;92200;NEUILLY-SUR-SEINE;;48.8929509;2.2738142
656;75AUT;;49 51 RUE JEAN DE LA FONTAINE;75016;PARIS;01 45 25 16 63;48.852297;2.2748008
657;75INV;;49 AVENUE DE SEGUR;75007;PARIS;01 42 19 97 98;48.8502349;2.3088657
658;75TER;;49 AVENUE DE WAGRAM;75017;PARIS;01 43 80 69 40;48.8776499;2.2975791
659;75PER;;49 RUE AMPERE;75017;PARIS;01 42 27 20 00;48.885183;2.3020874
660;75PAS;;49 RUE DE BOULAINVILLIERS;75016;PARIS;01 42 24 52 54;48.8561893;2.2747443
661;75PAS;;49 RUE DU RANELAGH;75016;PARIS;01 42 24 58 88;48.8543148;2.2748767
662;75INV;;5 AVENUE EMILE DESCHANEL;75007;PARIS;01 42 63 72 46;48.8565778;2.3007835
663;92NEU;;5 AVENUE STE FOY;92200;NEUILLY-SUR-SEINE;01 41 92 08 44;48.8853707;2.2671305
664;75TRO;;5 BIS RUE DU DOME;75016;PARIS;;48.8718955;2.2908453
665;75PAS;;5 BIS RUE LE TASSE;75016;PARIS;01 42 30 96 00;48.8603887;2.2860089
666;92NEU;;5 BIS RUE SOYER;92200;NEUILLY-SUR-SEINE;01 34 90 20 23;48.8875586;2.2617204
667;92LEV;;5 BOULEVARD BINEAU;92300;LEVALLOIS PERRET;02 76 55 90 14;48.8863797;2.2847486
668;75INV;;5 BOULEVARD RASPAIL;75007;PARIS;01 45 49 01 23;48.8553921;2.3259229
669;92LEV;;5 PLACE DU MARECHAL DE LATTRE DE TASSIGNY;92300;LEVALLOIS PERRET;01 47 58 67 99;48.8874568;2.2851971
670;75TRO;;5 PLACE VICTOR HUGO;75016;PARIS;06 01 85 86 24;48.8692799;2.2856793
671;75GRE;;5 PLACE VIOLET;75015;PARIS;01 40 54 24 93;48.8449727;2.2905057
672;75AUT;;5 RUE ANDRE COLLEDEBOEUF;75016;PARIS;01 42 24 00 68;48.851939;2.2698386
673;75ELY;;5 RUE ANDRIEUX;75008;PARIS;01 43 80 24 90;48.880978;2.3190408
674;75ELY;;5 RUE BERNOULLI;75008;PARIS;01 42 93 12 55;48.8807115;2.3204509
675;75INV;;5 RUE COGNACQ JAY;75007;PARIS;01 42 22 55 22;48.8616621;2.3046632
676;75PAS;;5 RUE DAVIOUD;75016;PARIS;01 41 92 92 42;48.856124;2.2716921
677;75ELY;;5 RUE DE CONSTANTINOPLE;75008;PARIS;01 45 22 05 20;48.879641;2.3212145
678;75MNP;;5 RUE DE LA PROCESSION;75015;PARIS;01 53 58 91 50;48.8402888;2.3054028
679;75TRO;;5 RUE DE SFAX;75016;PARIS;01 47 27 24 68;48.8708862;2.2842952
680;75GRE;;5 RUE DU GENERAL DE CASTELNAU;75015;PARIS;01 47 83 36 71;48.8502317;2.3005546
681;75PAS;;5 RUE FAUSTIN HELIE;75016;PARIS;01 45 03 53 63;48.8593492;2.2763997
682;75MNP;;5 RUE FRANCOIS BONVIN;75015;PARIS;01 49 11 46 58;48.8457857;2.3052457
683;75TER;;5 RUE FREDERIC BASTIAT;75017;PARIS;01 42 25 76 28;48.8726065;2.3070401
684;75VAU;;5 RUE JACQUES MAWAS;75015;PARIS;01 56 36 14 98;48.8381839;2.2925633
685;75TRO;;5 RUE KEPLER;75016;PARIS;01 53 23 05 25;48.8696912;2.2973049
686;75PER;;5 RUE LEON COGNIET;75017;PARIS;01 47 63 42 07;48.8809974;2.3031578
687;75TRO;;5 RUE PAUL VALERY;75016;PARIS;01 47 27 04 13;48.869349;2.2910526
688;92NEU;CLI PIERRE CHEREST;5 RUE PIERRE CHEREST;92200;NEUILLY-SUR-SEINE;01 73 06 02 00;48.8832562;2.2799062
689;75INV;;5 RUE RECAMIER;75007;PARIS;01 42 22 05 87;48.8523851;2.3278989
690;75INV;;5 RUE SURCOUF;75007;PARIS;01 71 50 55 44;48.8618994;2.3093962
691;75TER;;5 RUE THEODORE DE BANVILLE;75017;PARIS;01 47 22 74 26;48.8813999;2.2997024
692;75PER;;5 RUE THEODULE RIBOT;75017;PARIS;01 42 27 79 74;48.879303;2.3010631
693;92LEV;;5 RUE VOLTAIRE;92300;LEVALLOIS PERRET;01 47 59 09 31;48.8921019;2.2846059
694;75TER;;5 SQUARE DU ROULE;75017;PARIS;;48.8766105;2.2994728
695;75VAU;;5 SQUARE FREDERIC VALLOIS;75015;PARIS;01 48 28 66 76;48.8356665;2.3032707
696;75TRO;;5 VILLA BOISSIERE;75016;PARIS;;48.8659444;2.2904376
697;75GRE;;50 AVENUE DE LA MOTTE PICQUET;75015;PARIS;01 47 34 93 96;48.8508653;2.3001967
698;75INV;;50 AVENUE DE SAXE;75007;PARIS;01 44 49 71 01;48.8478186;2.310399
699;92NEU;;50 AVENUE DU ROULE;92200;NEUILLY-SUR-SEINE;;48.8825674;2.2779023
700;75TRO;;50 AVENUE VICTOR HUGO;75016;PARIS;01 43 59 10 10;48.8709845;2.2881469
701;75TRO;CAB MÉD;50 AVENUE VICTOR HUGO;75016;PARIS;01 34 28 33 33;48.8709845;2.2881469
702;75INV;;50 BOULEVARD DE LA TOUR MAUBOURG;75007;PARIS;01 47 05 18 22;48.8589428;2.3099063
703;75INV;;50 RUE DE L UNIVERSITE;75007;PARIS;01 45 44 25 04;48.8580095;2.3273281
704;75INV;;50 RUE DE VERNEUIL;75007;PARIS;01 42 96 96 00;48.8584959;2.3275566
705;75AUT;;50 RUE POUSSIN;75016;PARIS;01 40 71 81 79;48.8485673;2.2613772
706;75GRE;;51 53 RUE FONDARY;75015;PARIS;01 45 79 94 82;48.8480403;2.2933309
707;75GRE;;51 AVENUE DE LA MOTTE PICQUET;75015;PARIS;01 45 67 21 00;48.8502887;2.2999942
708;75TRO;;51 AVENUE RAYMOND POINCARE;75016;PARIS;01 45 53 95 93;48.866922;2.285878
709;75TRO;;51 RUE DES BELLES FEUILLES;75016;PARIS;01 45 53 67 47;48.8682879;2.2804878
710;75TER;;51 RUE PIERRE DEMOURS;75017;PARIS;01 40 53 05 71;48.8825923;2.2972529
711;75GRE;;52 AVENUE DE LA MOTTE PICQUET;75015;PARIS;01 47 83 31 37;48.8507123;2.2999707
712;75TER;;52 AVENUE DE WAGRAM;75017;PARIS;01 46 22 78 89;48.8788279;2.2989356
713;75MNP;;52 RUE MADEMOISELLE;75015;PARIS;01 48 28 58 97;48.843339;2.299814
714;75INV;;53 AVENUE DE SEGUR;75007;PARIS;01 47 34 01 43;48.849804;2.3084169
715;75TER;;53 BOULEVARD DE COURCELLES;75017;PARIS;01 47 42 36 42;48.879117;2.3037732
716;75INV;;53 RUE DE VARENNE;75007;PARIS;01 42 22 22 00;48.8545052;2.3215913
717;75PAS;;53 RUE DECAMPS;75016;PARIS;01 47 64 49 42;48.8629543;2.2769082
718;75AUT;;53 RUE DU GENERAL DELESTRAINT;75016;PARIS;01 46 51 05 64;48.8402047;2.256812
719;75INV;;54 AVENUE DE LA BOURDONNAIS;75007;PARIS;01 47 05 30 26;48.8563439;2.301931
720;75TRO;;54 AVENUE KLEBER;75016;PARIS;01 45 20 20 28;48.8687989;2.2911534
721;75PAS;;54 AVENUE MOZART;75016;PARIS;01 42 24 46 04;48.855017;2.2695361
722;75PER;;54 RUE CARDINET;75017;PARIS;01 42 27 45 99;48.8828583;2.3065399
723;92LEV;;54 RUE CARNOT;92300;LEVALLOIS PERRET;;48.8921136;2.2864816
724;75INV;;54 RUE DE BOURGOGNE;75007;PARIS;01 47 53 80 03;48.8562753;2.3170116
725;75PER;;54 RUE DE PRONY;75017;PARIS;;48.8825885;2.3038149
726;75PAS;;55 AVENUE BUGEAUD;75016;PARIS;01 42 73 52 53;48.8711815;2.2781368
727;75INV;;55 AVENUE DE BRETEUIL;75007;PARIS;01 45 67 80 38;48.8485075;2.3122527
728;75PER;;55 RUE LAUGIER;75017;PARIS;01 42 66 24 94;48.8833385;2.293172
729;92LEV;;55 RUE LOUISE MICHEL;92300;LEVALLOIS PERRET;01 47 57 80 38;48.8895618;2.2891323
730;75TRO;;56 AVENUE KLEBER;75016;PARIS;;48.8686638;2.2910556
731;75TRO;;56 AVENUE VICTOR HUGO;75016;PARIS;;48.8706311;2.287313
732;75MNP;;56 BOULEVARD DU MONTPARNASSE;75015;PARIS;01 45 44 02 61;48.8443334;2.3219391
733;75VAU;;56 RUE DE VOUILLE;75015;PARIS;01 30 15 89 22;48.8337464;2.3081886
734;75AUT;;56 RUE DU DOCTEUR BLANCHE;75016;PARIS;01 45 27 06 66;48.8524183;2.2642914
735;92LEV;;57 61 RUE DU PRESIDENT WILSON;92300;LEVALLOIS PERRET;01 47 37 42 30;48.9003155;2.283344
736;75PAS;;57 AVENUE GEORGES MANDEL;75016;PARIS;01 45 05 18 04;48.8636346;2.2793536
737;75TRO;;57 AVENUE MARCEAU;75016;PARIS;01 44 31 66 66;48.8698146;2.2978806
738;75TRO;;57 RUE BOISSIERE;75016;PARIS;01 47 04 63 49;48.8679394;2.2879603
739;75GRE;;57 RUE DE LA CONVENTION;75015;PARIS;01 40 59 01 90;48.8434159;2.2830545
740;75ELY;;57 RUE DES MATHURINS;75008;PARIS;01 40 06 09 62;48.873408;2.3217448
741;75AUT;;57 RUE JEAN DE LA FONTAINE;75016;PARIS;01 45 45 66 01;48.8497308;2.2689767
742;75GRE;;57 RUE VIOLET;75015;PARIS;01 44 37 34 04;48.8463483;2.292054
743;92NEU;HÔP DE NEUILLY;58 BOULEVARD D ARGENSON;92200;NEUILLY-SUR-SEINE;01 40 88 62 23;48.8900524;2.2615912
744;92LEV;;58 RUE CARNOT;92300;LEVALLOIS PERRET;;48.8924637;2.2861641
745;92LEV;;58 RUE DU PRESIDENT WILSON;92300;LEVALLOIS PERRET;01 75 84 30 23;48.892509;2.2900615
746;75ELY;;58 RUE PIERRE CHARRON;75008;PARIS;01 45 08 15 55;48.8693763;2.3032601
747;75GRE;;58 RUE ROUELLE;75015;PARIS;01 45 79 38 23;48.8494327;2.2898205
748;75AUT;;59 RUE CHARDON LAGACHE;75016;PARIS;01 46 47 63 96;48.8424724;2.2645977
749;75MNP;;59 RUE DE L ABBE GROULT;75015;PARIS;01 45 31 03 06;48.8398814;2.2963702
750;75TER;;59 RUE DE PONTHIEU;75017;PARIS;01 43 59 02 23;48.8721195;2.3049193
751;75TRO;;6 14 RUE LA PEROUSE;75016;PARIS;01 53 67 35 35;48.8708991;2.2941373
752;92LEV;;6 ALLEE AUGUSTE RENOIR;92300;LEVALLOIS PERRET;01 48 88 26 60;48.8984042;2.2804887
753;75ELY;COSEM;6 AVENUE CESAR CAIRE;75008;PARIS;01 55 56 62 50;48.87638905;2.3197816668508446
754;75INV;;6 AVENUE DE TOURVILLE;75007;PARIS;;48.8541423;2.3090442
755;75GRE;;6 AVENUE DU GENERAL DETRIE;75015;PARIS;01 47 34 32 47;48.8533767;2.2979965
756;75TER;;6 AVENUE MAC MAHON;75017;PARIS;01 56 68 89 00;48.8755381;2.2949843
757;75INV;INS NAT DES INVALIDES;6 BOULEVARD DES INVALIDES;75007;PARIS;01 40 63 23 77;48.8546824;2.314553
758;75ELY;;6 PLACE DE LA MADELEINE;75008;PARIS;01 42 60 72 59;48.8689525;2.3245398
759;75PER;;6 RUE AMPERE;75017;PARIS;01 56 90 08 25;48.8852866;2.3061667
760;92LEV;;6 RUE ARISTIDE BRIAND;92300;LEVALLOIS PERRET;;48.889295;2.2812578
761;92NEU;;6 RUE BOUTARD;92200;NEUILLY-SUR-SEINE;01 47 22 38 04;48.8842753;2.259461
762;75TER;;6 RUE BREY;75017;PARIS;01 47 63 52 74;48.8762355;2.2961759
763;92LEV;;6 RUE CARNOT;92300;LEVALLOIS PERRET;01 47 48 00 08;48.8888016;2.2894869
764;75PAS;;6 RUE CLAUDE CHAHU;75016;PARIS;;48.8585976;2.2823748
765;75ELY;;6 RUE DE CONSTANTINOPLE;75008;PARIS;01 53 04 98 44;48.8798136;2.3211417
766;75PER;;6 RUE DE LOGELBACH;75017;PARIS;01 46 22 67 60;48.8814731;2.308391
767;75TRO;;6 RUE DE SONTAY;75016;PARIS;01 40 67 93 93;48.8704958;2.2844005
768;75INV;;6 RUE DE VILLERSEXEL;75007;PARIS;01 45 48 16 44;48.858533;2.3241725
769;92NEU;;6 RUE DELABORDERE;92200;NEUILLY-SUR-SEINE;;48.8807903;2.2555238
770;75MNP;;6 RUE EMILE DUCLAUX;75015;PARIS;01 43 36 97 69;48.843094;2.3082141
771;75PAS;;6 RUE EUGENE DELACROIX;75016;PARIS;01 40 72 83 81;48.863031;2.2779901
772;75TER;;6 RUE FOURCROY;75017;PARIS;01 84 80 80 37;48.8800256;2.2955221
773;75GRE;;6 RUE GEORGES CITERNE;75015;PARIS;01 40 59 86 01;48.8488188;2.2894547
774;75AUT;;6 RUE GIRODET;75016;PARIS;01 42 24 50 30;48.8485953;2.2640409
775;75PER;;6 RUE GOUNOD;75017;PARIS;01 48 78 15 15;48.8833347;2.3006325
776;75ELY;;6 RUE GREFFULHE;75008;PARIS;01 42 68 11 75;48.8727591;2.3252263
777;75MNP;;6 RUE MIZON;75015;PARIS;01 43 22 65 34;48.841239;2.3147737
778;75TRO;;6 RUE PICOT;75016;PARIS;01 45 65 61 05;48.8709521;2.2821126
779;75ELY;;6 RUE ROBERT ESTIENNE;75008;PARIS;;48.8686746;2.3050081
780;75ELY;;6 RUE ST FLORENTIN;75008;PARIS;01 40 06 02 02;48.8673502;2.324246
781;75TER;;6 SQUARE DU ROULE;75017;PARIS;01 46 22 07 17;48.8766278;2.2990858
782;75AUT;;6 SQUARE JOUVENET;75016;PARIS;01 42 15 42 45;48.8423019;2.2661613
783;92NEU;;60 62 RUE DE CHEZY;92200;NEUILLY-SUR-SEINE;01 47 47 40 47;48.8870491;2.2701288
784;75TRO;;60 AVENUE D IENA;75016;PARIS;01 47 23 33 34;48.8684643;2.2959557
785;75PAS;;60 AVENUE DE NEW YORK;75016;PARIS;;48.8585685;2.2885027
