Date	Payee	Amount	Category	Memo	Status	Number
2022-08-13	FRANPRIX	-18,4	Alimentation:Supermarché		R	
2022-08-13	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2022-08-13	AMAZON DIGIT	-2,99	Loisirs:Service Numérique		R	
2022-08-13	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-08-13	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-08-13	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-08-13	JETBRAINS	-6,36	Loisirs:Service Numérique		R	
2022-08-14	GIFI	-102,1	Logement:Equipement		R	
2022-08-14	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-08-15	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-08-16	MCDONALDS	-14,4	Alimentation:Fast food		R	
2022-08-16	E.LECLERC	-28,54	Alimentation:Supermarché		R	
2022-08-17	MONOPRIX	-11,93	Alimentation:Supermarché		R	
2022-08-17	LE BALTO	-40,13	Junk:Tabac		R	
2022-08-17	OLIVIER LECHABLE	-122	Logement:Loyer		R	
2022-08-17	NORDVPN	-12,71	Loisirs:Service Numérique		R	
2022-08-17	LEVIS	-159	Soins:Habillement		R	
2022-08-17	GALERIES LAFAYETTE OUTLET ONP	-114	Soins:Parfums-Produits de beauté		R	
2022-08-18	AUCHAN	-13,02	Alimentation:Supermarché		R	
2022-08-18	CARREFOUR	-9,13	Alimentation:Supermarché		R	
2022-08-18	FRANPRIX	-18,7	Alimentation:Supermarché		R	
2022-08-18	STARBUCKS	-6,05	Alimentation:TakeAway		R	
2022-08-18	GL BASTILLE	-21	Junk:Tabac		R	
2022-08-19	FRANPRIX	-13,85	Alimentation:Supermarché		R	
2022-08-19	AMAZON	-79,98	Logement:Equipement		R	
2022-08-19	AMAZON	-9,85	Logement:Equipement		R	
2022-08-19	AMAZON	-29,95	Logement:Equipement		R	
2022-08-19	AMAZON	-12,02	Logement:Equipement		R	
2022-08-19	MICROSOFT	-7,1	Loisirs:Service Numérique		R	
2022-08-20	CASHBACK SUMERIA	11,92	Cashback		R	
2022-08-21	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-08-21	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-08-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2022-08-25	GELAJUNKIE	-5,5	Alimentation:Restaurant		R	
2022-08-25	BP	-50	Automobile:Carburant		R	
2022-08-25	FREE MOBILE	-38,98	Logement:Frais généraux:Téléphone mobile		R	
2022-08-25	HORUS PHARMA	510,2	Revenus du travail:Salaire brut:Salaire net		R	
2022-08-26	MCDONALDS	-19,9	Alimentation:Fast food		R	
2022-08-26	RELAY	-15	Junk:Tabac		R	
2022-08-27	KAYANI RESTAURAN	-70,8	Alimentation:Restaurant		R	
2022-08-27	CARREFOUR	-56,81	Alimentation:Supermarché		R	
2022-08-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2022-08-28	FRANPRIX	-18,25	Alimentation:Supermarché		R	
2022-08-28	BP	-27,8	Automobile:Carburant		R	
2022-08-28	ALHESA	-17,2	Junk:Tabac		R	
2022-08-28	LA SOCIETE GENERALE	-160	Retrait despèces		R	
2022-08-29	BOULANGERIE THIE	-5,4	Alimentation:Boulangerie		R	
2022-08-29	FRANPRIX	-9,1	Alimentation:Supermarché		R	
2022-08-29	FRANPRIX	-15,7	Alimentation:Supermarché		R	
2022-08-29	HORUS PHARMA	2048,05	Revenus du travail:Salaire brut:Salaire net		R	
2022-08-30	FRANPRIX	-24,1	Alimentation:Supermarché		R	
2022-08-30	FRANPRIX	-10,44	Alimentation:Supermarché		R	
2022-08-30	LA SOCIETE GENERALE	-170	Retrait despèces		R	
2022-08-30	LA SOCIETE GENERALE	-60	Retrait despèces		R	
2022-08-30	PHARMACIE TRAPEZE	-38,25	Santé:Paharmacie		R	
2022-08-30	DOCTEUR MAIER	-7,5	Santé:Médecin généraliste		R	
2022-08-31	FRANPRIX	-19,2	Alimentation:Supermarché		R	
2022-08-31	LYDIA	-9,9	Frais bancaires		R	
2022-08-31	PHARMACIE REPUBLIQUE	-19,98	Santé:Paharmacie		R	
2022-08-31	PHARMACIE PREMIERE	-41,32	Santé:Paharmacie		R	
2022-08-31	TRESOR PUBLIC	-285,59	Taxes et impôts		R	
2022-09-01	BONNEFOY JULIEN	432,5	Transaction interne		R	
2022-09-01	EUROPCAR	-110,82	Transport:Location de véhicule		R	
2022-09-02	FRANPRIX	-52,21	Alimentation:Supermarché		R	
2022-09-02	ALHESA	-35,2	Junk:Tabac		R	
2022-09-03	INDIGO	-37,8	Automobile:Stationnement		R	
2022-09-03	EUROPCAR	-100	Transport:Location de véhicule		R	
2022-09-04	FRANPRIX	-28,55	Alimentation:Supermarché		R	
2022-09-04	OTYPO	-9,5	Logement:Frais généraux:Services postaux		R	
2022-09-05	CMNE DE PARIS	-8	Automobile:Stationnement		R	
2022-09-05	LE NARVAL	-21	Junk:Tabac		R	
2022-09-05	OUI ENERGY	-80,65	Logement:Frais généraux:Electricité		R	
2022-09-06	FRANPRIX	-25,95	Alimentation:Supermarché		R	
2022-09-06	DIRECT ASSURANCE	-22,39	Assurance:Assurance Habitation		R	
2022-09-06	CMNE DE PARIS	-2	Automobile:Stationnement		R	
2022-09-06	CMNE DE PARIS	-2	Automobile:Stationnement		R	
2022-09-06	CMNE DE PARIS	-4,5	Automobile:Stationnement		R	
2022-09-06	ALHESA	-22,43	Junk:Tabac		R	
2022-09-06	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2022-09-06	MICROSOFT	-7	Loisirs:Service Numérique		R	
2022-09-07	CMNE DE PARIS	-2	Automobile:Stationnement		R	
2022-09-07	PARKING CARNOT	-5,5	Automobile:Stationnement		R	
2022-09-07	ALHESA	-22,3	Junk:Tabac		R	
2022-09-10	ADS SUPERETTE	-6,4	Alimentation:Supérette		R	
2022-09-12	EUROPCAR	98,56	Pending:Pending Location de véhivcule		R	
2022-09-13	AMMONITIA	-1043	Logement:Loyer		R	
2022-09-13	OLIVIER LECHABLE	-122	Logement:Loyer		R	
2022-09-13	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2022-09-13	JETBRAINS	-6,36	Loisirs:Service Numérique		R	
2022-09-15	AMAZON	-1	Logement:Equipement		R	
2022-09-15	AMAZON	-1	Logement:Equipement		R	
2022-09-16	ALHESA	-15,86	Junk:Tabac		R	
2022-09-17	LA POSTE	-38,7	Logement:Frais généraux:Services postaux		R	
2022-09-20	AMAZON DIGIT	-1,99	Loisirs:Service Numérique		R	
2022-09-21	LYDIA	-1	Frais bancaires		R	
2022-09-23	FRANPRIX	-14,3	Alimentation:Supermarché		R	
2022-09-23	CARTE BANCAIRE	150	Dettes personnelles		R	
2022-09-23	CARTE BANCAIRE	200	Dettes personnelles		R	
2022-09-23	LYDIA	-2,5	Frais bancaires		R	
2022-09-23	APPLE	-9,99	Loisirs:Service Numérique		R	
2022-09-23	APPLE	-2,99	Loisirs:Service Numérique		R	
2022-09-23	NORDVPN	-12,71	Loisirs:Service Numérique		R	
2022-09-23	TICKETS	-20,99	Loisirs:Spectacles		R	
2022-09-23	LA SOCIETE GENERALE	-300	Retrait despèces		R	
2022-09-23	FONCIA AD IMMOBILIER GERANCE	1118,12	Revenus fonciers		R	
2022-09-24	FRANPRIX	-28,65	Alimentation:Supermarché		R	
2022-09-25	FRANPRIX	-7,8	Alimentation:Supermarché		R	
2022-09-25	YOUNITED	-21,6	Crédit:Mensualité		R	
2022-09-25	AMAZON	-12,34	Logement:Equipement		R	
2022-09-25	MICROSOFT	-7,38	Loisirs:Service Numérique		R	
2022-09-25	LA SOCIETE GENERALE	-50	Retrait despèces		R	
2022-09-26	ALHESA	-25,2	Junk:Tabac		R	
2022-09-26	MAISON BERGER PARIS	-44,8	Logement:Equipement		R	
2022-09-26	FREE MOBILE	-36,26	Logement:Frais généraux:Téléphone mobile		R	
2022-09-26	AMMONITIA	-125	Logement:Loyer		R	
2022-09-26	MK MOUCHOTTE	-12,01	Non attribué		R	
2022-09-27	FRANPRIX	-26,1	Alimentation:Supermarché		R	
2022-09-27	ALHESA	-47,71	Junk:Tabac		R	
2022-09-27	AMAZON	-22,99	Logement:Equipement		R	
2022-09-27	BRICORAMA	-78,64	Logement:Equipement		R	
2022-09-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2022-09-27	LA SOCIETE GENERALE	-140	Retrait despèces		R	
2022-09-28	CARREFOUR	-9,05	Alimentation:Supermarché		R	
2022-09-28	FRANPRIX	-31,24	Alimentation:Supermarché		R	
2022-09-28	AMAZON	-26,17	Logement:Equipement		R	
2022-09-28	AMAZON	-33,36	Logement:Equipement		R	
2022-09-28	LA POSTE	-4,17	Logement:Frais généraux:Services postaux		R	
2022-09-28	HORUS PHARMA	1081,31	Revenus du travail:Salaire brut:Salaire net		R	
2022-09-29	FRANPRIX	-18,39	Alimentation:Supermarché		R	
2022-09-29	LA SOCIETE GENERALE	-270	Retrait despèces		R	
2022-09-29	TRESOR PUBLIC	-594,32	Taxes et impôts		R	
2022-09-30	FRANPRIX	-17,44	Alimentation:Supermarché		R	
2022-09-30	APGIS	7,5	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2022-09-30	LYDIA	-9,9	Frais bancaires		R	
2022-09-30	ESPACE TABAC 50	-28	Junk:Tabac		R	
2022-10-01	CARREFOUR	-72,8	Alimentation:Supermarché		R	
2022-10-01	MR OU MME BONNEFOY	1200	Dettes personnelles		R	
2022-10-01	AMMONITIA	-1173	Logement:Loyer		R	
2022-10-02	FRANPRIX	-16,9	Alimentation:Supermarché		R	
2022-10-03	SISI	-25,2	Non attribué		R	
2022-10-05	FRANPRIX	-23,2	Alimentation:Supermarché		R	
2022-10-05	DIRECT ASSURANCE	-22,39	Assurance:Assurance Habitation		R	
2022-10-05	OUI ENERGY	-39,15	Logement:Frais généraux:Electricité		R	
2022-10-06	FRANPRIX	-24,48	Alimentation:Supermarché		R	
2022-10-06	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2022-10-07	FRANPRIX	-12,07	Alimentation:Supermarché		R	
2022-10-07	MARCHAND NON COMMUNIQUÉ	22,99	Non attribuée		R	
2022-10-08	FRANPRIX	-28,6	Alimentation:Supermarché		R	
2022-10-08	KIOSQUE STARB	-7,15	Alimentation:TakeAway		R	
2022-10-08	SNC PARC LYONDID	-6,8	Automobile:Stationnement		R	
2022-10-08	ALHESA	-27,7	Junk:Tabac		R	
2022-10-08	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-10-09	PETRIN RIBEIROU	-15	Alimentation:Boulangerie		R	
2022-10-09	FRANPRIX	-22,84	Alimentation:Supermarché		R	
2022-10-10	FRANPRIX	-15,51	Alimentation:Supermarché		R	
2022-10-10	COTISATION ASSURANCE	-27,25	Assurance:Assurance Habitation		R	
2022-10-10	CARTE BANCAIRE	300	Dettes personnelles		R	
2022-10-10	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-10-10	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-10-10	LA SOCIETE GENERALE	-300	Retrait despèces		R	
2022-10-11	M OU MME BOUVRY CHRISTOPHE	100	Dettes personnelles		R	
2022-10-11	XMIND	-50,99	Loisirs:Service Numérique		R	
2022-10-12	CARREFOUR	-8,77	Alimentation:Supermarché		R	
2022-10-12	FONCIA AD IMMOBILIER GERANCE	705	Revenus fonciers		R	
2022-10-13	LE CIGARIUM	-21	Junk:Tabac		R	
2022-10-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2022-10-13	LA SOCIETE GENERALE	-100	Retrait despèces		R	
2022-10-14	FRANPRIX	-22,53	Alimentation:Supermarché		R	
2022-10-14	LE POT COMMUN	-50	Cadeaux		R	
2022-10-15	FRANPRIX	-18,69	Alimentation:Supermarché		R	
2022-10-15	PHARMACIE TRAPEZE	-5,14	Santé:Paharmacie		R	
2022-10-16	FRANPRIX	-12,8	Alimentation:Supermarché		R	
2022-10-16	ALHESA	-17,2	Junk:Tabac		R	
2022-10-16	LA SOCIETE GENERALE	-140	Retrait despèces		R	
2022-10-17	FRANPRIX	-21,2	Alimentation:Supermarché		R	
2022-10-17	TICKET À GRATTER	5,14	Cashback		R	
2022-10-17	AVANSSUR	39,17	Remboursements divers:Remboursement dassurance		R	
2022-10-19	MICROSOFT	-7,25	Loisirs:Service Numérique		R	
2022-10-19	PHARMACIE GIRAUD	-2,99	Santé:Paharmacie		R	
2022-10-21	FRANPRIX	-20,95	Alimentation:Supermarché		R	
2022-10-21	AMAZON DIGIT	-2,99	Loisirs:Service Numérique		R	
2022-10-21	DOCTEUR ANXO LIONEL	-35	Santé:Médecin généraliste		R	
2022-10-22	IKEA	-156,93	Logement:Equipement		R	
2022-10-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2022-10-22	CANDY COIFFURE	-22,5	Soins:Coiffeur		R	
2022-10-23	APPLE	-9,99	Loisirs:Service Numérique		R	
2022-10-23	NORDVPN	-12,71	Loisirs:Service Numérique		R	
2022-10-24	FRANPRIX	-22,54	Alimentation:Supermarché		R	
2022-10-24	ALHESA	-32,7	Junk:Tabac		R	
2022-10-24	FREE MOBILE	-35,98	Logement:Frais généraux:Téléphone mobile		R	
2022-10-25	AUCHAN	-103,22	Alimentation:Supermarché		R	
2022-10-25	FRANPRIX	-20,98	Alimentation:Supermarché		R	
2022-10-25	HORUS PHARMA	1156,59	Revenus du travail:Salaire brut:Salaire net		R	
2022-10-26	FRANPRIX	-16,35	Alimentation:Supermarché		R	
2022-10-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2022-10-27	MMA IARD	201	Remboursements divers:Remboursement dassurance		R	
2022-10-27	HORUS PHARMA	1208,59	Revenus du travail:Salaire brut:Salaire net		R	
2022-10-28	APGIS	17,5	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2022-10-30	AUCHAN	-34,72	Alimentation:Supermarché		R	
2022-10-31	TOTAL	-200	Automobile:Carburant		R	
2022-10-31	SANEF	-17,3	Automobile:Péage		R	
2022-10-31	LYDIA	-9,9	Frais bancaires		R	
2022-10-31	TOTAL	125,04	Pending:Pending Carburant		R	
2022-11-01	FRANPRIX	-7,15	Alimentation:Supermarché		R	
2022-11-01	LA SOCIETE GENERALE	-210	Retrait despèces		R	
2022-11-02	LA SOCIETE GENERALE	-20	Retrait despèces		R	
2022-11-03	BOULANGERIE THIE	-6	Alimentation:Boulangerie		R	
2022-11-03	CARTE BANCAIRE	250	Dettes personnelles		R	
2022-11-03	AMMONITIA	-913	Logement:Loyer		R	
2022-11-03	AMMONITIA	-250	Logement:Loyer		R	
2022-11-03	TRESOR PUBLIC	-1191,95	Taxes et impôts		R	
2022-11-04	CARTE BANCAIRE	300	Dettes personnelles		R	
2022-11-04	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2022-11-04	LA SOCIETE GENERALE	-120	Retrait despèces		R	
2022-11-05	BOULANGERIE THIE	-3,1	Alimentation:Boulangerie		R	
2022-11-05	AUCHAN	-67,41	Alimentation:Supermarché		R	
2022-11-05	FRANPRIX	-17,18	Alimentation:Supermarché		R	
2022-11-05	CARTE BANCAIRE	150	Dettes personnelles		R	
2022-11-05	LYDIA	-3,75	Frais bancaires		R	
2022-11-05	ALHESA	-19,69	Junk:Tabac		R	
2022-11-05	ALHESA	-19,69	Junk:Tabac		R	
2022-11-05	LA SOCIETE GENERALE	-150	Retrait despèces		R	
2022-11-06	CARTE BANCAIRE	50	Dettes personnelles		R	
2022-11-06	LYDIA	-3,75	Frais bancaires		R	
2022-11-07	CARTE BANCAIRE	70	Dettes personnelles		R	
2022-11-07	LYDIA	-1,25	Frais bancaires		R	
2022-11-07	OUI ENERGY	-9,81	Logement:Frais généraux:Electricité		R	
2022-11-07	ATM	-100	Retrait despèces		R	
2022-11-08	CARTE BANCAIRE	100	Dettes personnelles		R	
2022-11-08	CARTE BANCAIRE	100	Dettes personnelles		R	
2022-11-08	LYDIA	-1,75	Frais bancaires		R	
2022-11-08	LA SOCIETE GENERALE	-100	Retrait despèces		R	
2022-11-09	LYDIA	-5	Frais bancaires		R	
2022-11-09	LA SOCIETE GENERALE	-100	Retrait despèces		R	
2022-11-10	LYDIA	-1,5	Frais bancaires		R	
2022-11-11	FONCIA AD IMMOBILIER GERANCE	705	Revenus fonciers		R	
2022-11-12	GOOGLE DOMAINS	-12	Loisirs:Service Numérique		R	
2022-11-13	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-11-13	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-11-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2022-11-14	FRANPRIX	-5,9	Alimentation:Supermarché		R	
2022-11-14	OLIVIER LECHABLE	-262	Logement:Loyer		R	
2022-11-14	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-11-14	AMAZON DIGIT	-2,99	Loisirs:Service Numérique		R	
2022-11-14	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-11-14	AMAZON DIGIT	-3,99	Loisirs:Service Numérique		R	
2022-11-14	ATM	-50	Retrait despèces		R	
2022-11-14	ATM	-100	Retrait despèces		R	
2022-11-14	PHARMACIE TRAPEZE	-24,61	Santé:Paharmacie		R	
2022-11-15	LYDIA	-2,5	Frais bancaires		R	
2022-11-15	UBER	-27,96	Transport:VTC-Taxi		R	
2022-11-15	UBER	-26,26	Transport:VTC-Taxi		R	
2022-11-18	LA SOCIETE GENERALE	-140	Retrait despèces		R	
2022-11-19	LYDIA	-2,09	Frais bancaires		R	
2022-11-19	MICROSOFT	-7,75	Loisirs:Service Numérique		R	
2022-11-21	CARTE BANCAIRE	200	Dettes personnelles		R	
2022-11-21	ATM	-210	Retrait despèces		R	
2022-11-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2022-11-23	CARTE BANCAIRE	150	Dettes personnelles		R	
2022-11-23	CIC	-150	Retrait despèces		R	
2022-11-24	FREE MOBILE	-35,98	Logement:Frais généraux:Téléphone mobile		R	
2022-11-24	NORDVPN	-12,71	Loisirs:Service Numérique		R	
2022-11-24	HORUS PHARMA	447	Revenus du travail:Salaire brut:Salaire net		R	
2022-11-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2022-11-28	HORUS PHARMA	987,58	Revenus du travail:Salaire brut:Salaire net		R	
2022-11-29	FRANPRIX	-11,35	Alimentation:Supermarché		R	
2022-11-29	TABAC PRESSE	-15,69	Junk:Tabac		R	
2022-11-30	FRANPRIX	-24,37	Alimentation:Supermarché		R	
2022-11-30	LYDIA	-9,9	Frais bancaires		R	
2022-11-30	DOCTEUR ANXO LIONEL	-35	Santé:Médecin généraliste		R	
2022-11-30	TRESOR PUBLIC	-404,15	Taxes et impôts		R	
2022-12-01	FRANPRIX	-21,5	Alimentation:Supermarché		R	
2022-12-01	TABAC PRESSE	-17,2	Junk:Tabac		R	
2022-12-02	FRANPRIX	-13,99	Alimentation:Supermarché		R	
2022-12-03	FRANPRIX	-17,69	Alimentation:Supermarché		R	
2022-12-04	PETRIN RIBEIROU	-6,7	Alimentation:Boulangerie		R	
2022-12-05	FRANPRIX	-22,34	Alimentation:Supermarché		R	
2022-12-05	CIC	-300	Retrait despèces		R	
2022-12-06	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2022-12-07	FRANPRIX	-29,58	Alimentation:Supermarché		R	
2022-12-07	LA SOCIETE GENERALE	-110	Retrait despèces		R	
2022-12-08	LA SOCIETE GENERALE	-80	Retrait despèces		R	
2022-12-09	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2022-12-09	FRANPRIX	-23,54	Alimentation:Supermarché		R	
2022-12-09	APGIS	17,5	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2022-12-09	COTISATION ASSURANCE	-27,25	Assurance:Assurance Habitation		R	
2022-12-11	FRANPRIX	-24,48	Alimentation:Supermarché		R	
2022-12-11	PICARD	-6,9	Alimentation:Supermarché		R	
2022-12-11	MICROSOFT	-7,24	Loisirs:Service Numérique		R	
2022-12-12	FRANPRIX	-15,09	Alimentation:Supermarché		R	
2022-12-12	CARTE BANCAIRE	200	Dettes personnelles		R	
2022-12-12	LA SOCIETE GENERALE	-140	Retrait despèces		R	
2022-12-13	FRANPRIX	-14,33	Alimentation:Supermarché		R	
2022-12-13	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2022-12-14	FRANPRIX	-19,29	Alimentation:Supermarché		R	
2022-12-14	CARTE BANCAIRE	120	Dettes personnelles		R	
2022-12-14	LA SOCIETE GENERALE	-120	Retrait despèces		R	
2022-12-14	LA SOCIETE GENERALE	-50	Retrait despèces		R	
2022-12-14	PHARMACIE TRAPEZE	-2,95	Santé:Paharmacie		R	
2022-12-15	MONOPRIX	-16,51	Alimentation:Supermarché		R	
2022-12-15	DOCTEUR MARTIN	-25	Santé:Médecin généraliste		R	
2022-12-16	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2022-12-16	FRANPRIX	-7,25	Alimentation:Supermarché		R	
2022-12-16	TABAC PRESSE	-17,2	Junk:Tabac		R	
2022-12-19	CARTE BANCAIRE	200	Dettes personnelles		R	
2022-12-19	LA SOCIETE GENERALE	-140	Retrait despèces		R	
2022-12-20	BOULANGERIE THIE	-2,9	Alimentation:Boulangerie		R	
2022-12-20	FRANPRIX	-11,64	Alimentation:Supermarché		R	
2022-12-20	FRANPRIX	-21,91	Alimentation:Supermarché		R	
2022-12-20	CASHBACK SUMERIA	0,71	Cashback		R	
2022-12-20	LYDIA	-5,09	Frais bancaires		R	
2022-12-20	TABAC PRESSE	-14,3	Junk:Tabac		R	
2022-12-20	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2022-12-20	AMAZON DIGIT	-4,99	Loisirs:Service Numérique		R	
2022-12-22	CARTE BANCAIRE	300	Dettes personnelles		R	
2022-12-22	MR OU MME BONNEFOY	100	Dettes personnelles		R	
2022-12-22	SHOP AND CLEAN B.V.	-127	Junk:G		R	
2022-12-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2022-12-22	HORUS PHARMA	2104,49	Revenus du travail:Salaire brut:Salaire net		R	
2022-12-23	CARREFOUR	-24,32	Alimentation:Supermarché		R	
2022-12-23	APGIS	7,5	Allocations et Sécurité sociale:Remboursement de frais de santé		R	
2022-12-23	LYDIA	-7,5	Frais bancaires		R	
2022-12-23	TABAC PRESSE	-27,7	Junk:Tabac		R	
2022-12-23	CMNE DE BOULOGNE	-60	Retrait despèces		R	
2022-12-23	LA SOCIETE GENERALE	-140	Retrait despèces		R	
2022-12-23	HORUS PHARMA	20	Revenus du travail:Salaire brut:Salaire net		R	
2022-12-24	BOULANGERIE THIE	-12,04	Alimentation:Boulangerie		R	
2022-12-24	AUCHAN	-98,91	Alimentation:Supermarché		R	
2022-12-24	AUCHAN	-21,97	Alimentation:Supermarché		R	
2022-12-24	AUCHAN	-33,9	Alimentation:Supermarché		R	
2022-12-24	AUCHAN	-29,64	Alimentation:Supermarché		R	
2022-12-24	PICARD	-62,96	Alimentation:Supermarché		R	
2022-12-24	STARBUCKS	-13,35	Alimentation:TakeAway		R	
2022-12-24	LYDIA	-2,09	Frais bancaires		R	
2022-12-24	TABAC PRESSE	-13,5	Junk:Tabac		R	
2022-12-24	APPLE	-64	Logement:Equipement		R	
2022-12-24	NORDVPN	-12,71	Loisirs:Service Numérique		R	
2022-12-24	THE BARBER	-56	Soins:Coiffeur		R	
2022-12-26	BOULANGERIE THIE	-3	Alimentation:Boulangerie		R	
2022-12-26	LES 3 CLEFS	-2,9	Logement:Frais généraux:Services postaux		R	
2022-12-27	CARREFOUR	-16,42	Alimentation:Supermarché		R	
2022-12-27	TABAC PRESSE	-15,5	Junk:Tabac		R	
2022-12-27	FREE MOBILE	-35,98	Logement:Frais généraux:Téléphone mobile		R	
2022-12-27	DISNEY PLUS	-8,99	Loisirs:Service Numérique		R	
2022-12-28	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2022-12-28	BOULANGERIE THIE	-22,6	Alimentation:Boulangerie		R	
2022-12-28	CARREFOUR	-18,46	Alimentation:Supermarché		R	
2022-12-28	AMAZON	-23,98	Logement:Equipement		R	
2022-12-28	APPLE	-4,99	Loisirs:Service Numérique		R	
2022-12-29	TOTAL	-200	Automobile:Carburant		R	
2022-12-29	M OU MME BOUVRY CHRISTOPHE	25	Dettes personnelles		R	
2022-12-29	TOTAL	170	Pending:Pending Carburant		R	
2022-12-29	ATM	-300	Retrait despèces		R	
2022-12-30	CARREFOUR	-11,28	Alimentation:Supermarché		R	
2022-12-30	LYDIA	-4,5	Frais bancaires		R	
2022-12-30	TABAC PRESSE	-27,7	Junk:Tabac		R	
2022-12-30	AMMONITIA	-1043	Logement:Loyer		R	
2022-12-30	LA SOCIETE GENERALE	-100	Retrait despèces		R	
2022-12-31	CARREFOUR	-35,53	Alimentation:Supermarché		R	
2022-12-31	LYDIA	-9,9	Frais bancaires		R	
2022-12-31	LYDIA	-1,5	Frais bancaires		R	
2023-01-04	CARREFOUR	-8,18	Alimentation:Supermarché		R	
2023-01-04	CARTE BANCAIRE	50	Dettes personnelles		R	
2023-01-05	CARTE BANCAIRE	300	Dettes personnelles		R	
2023-01-05	FREE HAUTDEBIT	-54,49	Logement:Frais généraux:Internet-TV-Téléphone		R	
2023-01-05	LA SOCIETE GENERALE	-300	Retrait despèces		R	
2023-01-10	CARTE BANCAIRE	100	Dettes personnelles		R	
2023-01-10	LA SOCIETE GENERALE	-100	Retrait despèces		R	
2023-01-11	INDIGO	-2,5	Automobile:Stationnement		R	
2023-01-11	CARTE BANCAIRE	100	Dettes personnelles		R	
2023-01-11	CARTE BANCAIRE	150	Dettes personnelles		R	
2023-01-11	LYDIA	-1,25	Frais bancaires		R	
2023-01-11	MICROSOFT	-7,19	Loisirs:Service Numérique		R	
2023-01-11	ATM	-150	Retrait despèces		R	
2023-01-11	PHARMACIE PREMIERE	-41,32	Santé:Paharmacie		R	
2023-01-12	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2023-01-12	CARREFOUR	-25,6	Alimentation:Supermarché		R	
2023-01-12	LYDIA	-6,25	Frais bancaires		R	
2023-01-13	CARREFOUR	-24,7	Alimentation:Supermarché		R	
2023-01-13	CARTE BANCAIRE	250	Dettes personnelles		R	
2023-01-13	ATM	-200	Retrait despèces		R	
2023-01-14	CARREFOUR	-21,34	Alimentation:Supermarché		R	
2023-01-14	LYDIA	-6,25	Frais bancaires		R	
2023-01-15	CARREFOUR	-18,13	Alimentation:Supermarché		R	
2023-01-15	CARTE BANCAIRE	200	Dettes personnelles		R	
2023-01-15	ATM	-100	Retrait despèces		R	
2023-01-15	LA SOCIETE GENERALE	-50	Retrait despèces		R	
2023-01-16	BOULANGERIE THIE	-5,8	Alimentation:Boulangerie		R	
2023-01-16	LYDIA	-5	Frais bancaires		R	
2023-01-16	JETBRAINS	-7,08	Loisirs:Service Numérique		R	
2023-01-19	CARREFOUR	-15,04	Alimentation:Supermarché		R	
2023-01-21	MARCHAND NON COMMUNIQUÉ	41,32	Non attribuée		R	
2023-01-22	PETRIN RIBEIROU	-4,3	Alimentation:Boulangerie		R	
2023-01-22	TABAC PRESSE	-10,5	Junk:Tabac		R	
2023-01-22	APPLE	-2,99	Loisirs:Service Numérique		R	
2023-01-23	BOULANGERIE THIE	-7,7	Alimentation:Boulangerie		R	
2023-01-23	CARREFOUR	-17,82	Alimentation:Supermarché		R	
